cluster,method,n_cone,n_raw_cone,n_quality_rejected,n_true_in_cone,n_pred,precision,recall,f1,contam,runtime_s,center_mode,center_shift_arcmin,objective,tag,extra_1,extra_2,cache_pipeline_signature
UBC1023,gmm_bic,8040,8040,0,40,40,1.0,1.0,1.0,0.0,0.845088200061582,center0,0.0,-1125.3554325413863,GMM|k=5|cv=ful,60.0,40.0,
UBC1024,gmm_bic,20130,20133,3,130,130,1.0,0.9774436090225564,0.988593155893536,0.0,0.7421341999433935,center0,0.0,708.3933180913934,GMM|k=5|cv=dia,195.0,130.0,
UBC1025,gmm_bic,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.8651054999791086,center0,0.0,7279.496426773081,GMM|k=4|cv=ful,50.0,26.0,
UBC1026,gmm_bic,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.8876231000758708,center0,0.0,1786.0586299419506,GMM|k=4|cv=ful,50.0,24.0,
UBC1027,gmm_bic,20229,20229,0,229,229,1.0,1.0,1.0,0.0,0.4937563000712544,center0,0.0,2776.7421803221714,GMM|k=5|cv=dia,343.0,229.0,
UBC1028,gmm_bic,4020,4020,0,20,22,0.9090909090909092,1.0,0.9523809523809524,0.0909090909090909,1.168730500037782,center0,0.0,16181.24805876492,GMM|k=5|cv=ful,50.0,22.0,
UBC1029,gmm_bic,9444,9447,3,44,472,0.0,0.0,0.0,1.0,0.6854277000529692,center0,0.0,4256.8334295272925,GMM|k=4|cv=ful,472.0,965.0,
UBC1030,gmm_bic,4623,4623,0,23,24,0.9583333333333334,1.0,0.9787234042553192,0.0416666666666666,0.9475932999048382,center0,0.0,5780.446757762416,GMM|k=5|cv=ful,50.0,24.0,
UBC1031,gmm_bic,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.8969104000134394,center0,0.0,4707.1858598709205,GMM|k=4|cv=ful,66.0,45.0,
UBC1032,gmm_bic,3216,3216,0,16,16,1.0,1.0,1.0,0.0,0.763236099970527,center0,0.0,8018.413622420713,GMM|k=5|cv=ful,50.0,16.0,
UBC1033,gmm_bic,6833,6834,1,33,33,1.0,0.9705882352941176,0.9850746268656716,0.0,1.2029251999920234,center0,0.0,9321.789373843654,GMM|k=5|cv=ful,50.0,33.0,
UBC1034,gmm_bic,9045,9045,0,45,45,1.0,1.0,1.0,0.0,1.1841645000968128,center0,0.0,5672.943820445522,GMM|k=5|cv=ful,67.0,45.0,
UBC1035,gmm_bic,20112,20112,0,112,112,1.0,1.0,1.0,0.0,0.8179199999431148,center0,0.0,-972.2898106885116,GMM|k=5|cv=ful,168.0,112.0,
UBC1036,gmm_bic,20112,20112,0,112,112,1.0,1.0,1.0,0.0,0.6638105999445543,center0,0.0,-436.7072382225981,GMM|k=5|cv=dia,168.0,112.0,
UBC1037,gmm_bic,17084,17085,1,84,84,1.0,0.9882352941176472,0.9940828402366864,0.0,0.9791378999361768,center0,0.0,-2538.218860435476,GMM|k=4|cv=ful,126.0,84.0,
UBC1038,gmm_bic,10251,10251,0,51,51,1.0,1.0,1.0,0.0,1.1261589999776334,center0,0.0,3094.4465949058635,GMM|k=4|cv=ful,75.0,51.0,
UBC1039,gmm_bic,11656,11658,2,56,56,1.0,0.9655172413793104,0.9824561403508772,0.0,1.2403695000102744,center0,0.0,-1819.5906977963607,GMM|k=5|cv=ful,82.0,56.0,
UBC1040,gmm_bic,8040,8040,0,40,40,1.0,1.0,1.0,0.0,1.0378538999939335,center0,0.0,-1312.436382086293,GMM|k=5|cv=ful,60.0,40.0,
UBC1041,gmm_bic,7035,7035,0,35,35,1.0,1.0,1.0,0.0,1.2182961999205872,center0,0.0,103.942985725413,GMM|k=4|cv=ful,52.0,35.0,
UBC1042,gmm_bic,19094,19095,1,94,94,1.0,0.9894736842105264,0.9947089947089948,0.0,1.015385300037451,center0,0.0,-2324.116597683445,GMM|k=5|cv=ful,139.0,94.0,
UBC1043,gmm_bic,6231,6231,0,31,31,1.0,1.0,1.0,0.0,1.3405340999597684,center0,0.0,1111.2493697690804,GMM|k=5|cv=ful,50.0,31.0,
UBC1044,gmm_bic,6030,6030,0,30,30,1.0,1.0,1.0,0.0,1.0076269999844951,center0,0.0,5193.215538947567,GMM|k=5|cv=ful,50.0,30.0,
UBC1045,gmm_bic,10853,10854,1,53,53,1.0,0.9814814814814816,0.9906542056074767,0.0,0.9195978998905048,center0,0.0,4740.7078046488605,GMM|k=5|cv=ful,78.0,53.0,
UBC1046,gmm_bic,6231,6231,0,31,31,1.0,1.0,1.0,0.0,1.0919034000253305,center0,0.0,-188.6232148718993,GMM|k=5|cv=ful,50.0,31.0,
UBC1047,gmm_bic,6833,6834,1,33,33,1.0,0.9705882352941176,0.9850746268656716,0.0,0.8791360000614077,center0,0.0,9315.21438547848,GMM|k=5|cv=ful,50.0,33.0,
UBC1048,gmm_bic,11658,11658,0,58,58,1.0,1.0,1.0,0.0,0.7984322999836877,center0,0.0,2991.7167625174534,GMM|k=5|cv=dia,87.0,58.0,
UBC1049,gmm_bic,20228,20231,3,228,228,1.0,0.987012987012987,0.9934640522875816,0.0,0.4466267999960109,center0,0.0,5520.912940692911,GMM|k=4|cv=ful,342.0,228.0,
UBC1050,gmm_bic,5427,5427,0,27,27,1.0,1.0,1.0,0.0,0.9398389999987558,center0,0.0,4359.459509341701,GMM|k=5|cv=ful,50.0,27.0,
UBC1051,gmm_bic,16078,16080,2,78,78,1.0,0.975,0.9873417721518988,0.0,1.1189814999233931,center0,0.0,2434.94563290356,GMM|k=5|cv=ful,117.0,78.0,
UBC1052,gmm_bic,6230,6231,1,30,30,1.0,0.967741935483871,0.9836065573770492,0.0,1.0514109999639911,center0,0.0,12110.22221584321,GMM|k=4|cv=ful,50.0,30.0,
UBC1053,gmm_bic,12460,12462,2,60,60,1.0,0.967741935483871,0.9836065573770492,0.0,0.707068599993363,center0,0.0,1893.0874813484984,GMM|k=5|cv=ful,88.0,60.0,
UBC1054,gmm_bic,5427,5427,0,27,27,1.0,1.0,1.0,0.0,1.089326300076209,center0,0.0,6093.324651210292,GMM|k=5|cv=ful,50.0,27.0,
UBC1055,gmm_bic,9849,9849,0,49,49,1.0,1.0,1.0,0.0,1.097021900000982,center0,0.0,3998.081286881925,GMM|k=5|cv=dia,73.0,49.0,
UBC1056,gmm_bic,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.7691123000113294,center0,0.0,10021.824737523557,GMM|k=5|cv=dia,50.0,22.0,
UBC1057,gmm_bic,20177,20179,2,177,177,1.0,0.988826815642458,0.9943820224719102,0.0,0.7575859000207856,center0,0.0,-625.9293060612838,GMM|k=5|cv=ful,265.0,177.0,
UBC1058,gmm_bic,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.8951945999870077,center0,0.0,9077.362646548732,GMM|k=5|cv=ful,67.0,45.0,
UBC1059,gmm_bic,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.8913157000206411,center0,0.0,8109.36950632809,GMM|k=5|cv=ful,50.0,28.0,
UBC1060,gmm_bic,9445,9447,2,45,45,1.0,0.9574468085106383,0.9782608695652174,0.0,1.1087172999978063,center0,0.0,10917.077888934597,GMM|k=5|cv=ful,66.0,45.0,
UBC1061,gmm_bic,15879,15879,0,79,79,1.0,1.0,1.0,0.0,1.042667799978517,center0,0.0,-1054.5065205407302,GMM|k=5|cv=ful,117.0,79.0,
UBC1062,gmm_bic,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.8341711000539362,center0,0.0,1423.801641058932,GMM|k=4|cv=ful,50.0,32.0,
UBC1063,gmm_bic,14271,14271,0,71,71,1.0,1.0,1.0,0.0,1.385417699930258,center0,0.0,3005.2533049273334,GMM|k=5|cv=ful,105.0,71.0,
UBC1064,gmm_bic,19899,19899,0,99,290,0.0,0.0,0.0,1.0,0.4220732999965548,center0,0.0,2507.307281230451,GMM|k=5|cv=dia,433.0,290.0,
UBC1065,gmm_bic,3012,3012,0,12,14,0.8571428571428571,1.0,0.923076923076923,0.1428571428571429,1.1871783999959007,center0,0.0,18364.00591322659,GMM|k=5|cv=ful,50.0,14.0,
UBC1066,gmm_bic,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.8439850000431761,center0,0.0,3290.562560050472,GMM|k=5|cv=ful,55.0,37.0,
UBC1067,gmm_bic,10854,10854,0,54,54,1.0,1.0,1.0,0.0,0.589535600040108,center0,0.0,655.8671475712312,GMM|k=4|cv=ful,81.0,54.0,
UBC1068,gmm_bic,6029,6029,0,30,203,0.0,0.0,0.0,1.0,1.046570900012739,center0,0.0,15676.642288653837,GMM|k=5|cv=ful,301.0,203.0,
UBC1069,gmm_bic,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.9160601999610662,center0,0.0,4414.459993331417,GMM|k=5|cv=ful,50.0,28.0,
UBC1070,gmm_bic,3417,3417,0,17,17,1.0,1.0,1.0,0.0,0.9258926999755204,center0,0.0,17139.387960624706,GMM|k=4|cv=ful,50.0,17.0,
UBC1071,gmm_bic,3617,3618,1,17,17,1.0,0.9444444444444444,0.9714285714285714,0.0,1.808028700063005,center0,0.0,14321.22551390408,GMM|k=5|cv=ful,50.0,17.0,
UBC1072,gmm_bic,15678,15678,0,78,78,1.0,1.0,1.0,0.0,0.7299717999994755,center0,0.0,1017.6320608842212,GMM|k=5|cv=ful,117.0,78.0,
UBC1073,gmm_bic,19898,19899,1,98,98,1.0,0.98989898989899,0.9949238578680204,0.0,0.8879726000595838,center0,0.0,916.2714830384264,GMM|k=5|cv=dia,147.0,98.0,
UBC1074,gmm_bic,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.7127687999745831,center0,0.0,1260.6221540689571,GMM|k=4|cv=ful,50.0,24.0,
UBC1075,gmm_bic,7838,7839,1,38,38,1.0,0.9743589743589745,0.9870129870129868,0.0,0.8772531000431627,center0,0.0,1363.836606233104,GMM|k=5|cv=ful,57.0,38.0,
UBC1076,gmm_bic,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.9696314999600872,center0,0.0,5081.675281016811,GMM|k=5|cv=ful,50.0,32.0,
UBC1077,gmm_bic,12261,12261,0,61,61,1.0,1.0,1.0,0.0,0.850677500013262,center0,0.0,4055.019648461175,GMM|k=4|cv=dia,90.0,61.0,
UBC1078,gmm_bic,9647,9648,1,47,47,1.0,0.9791666666666666,0.9894736842105264,0.0,0.8539694999344647,center0,0.0,864.864861105443,GMM|k=5|cv=dia,69.0,47.0,
UBC1079,gmm_bic,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.8443394999485463,center0,0.0,6724.753608195766,GMM|k=5|cv=ful,50.0,28.0,
UBC1080,gmm_bic,15074,15075,1,74,74,1.0,0.9866666666666668,0.9932885906040269,0.0,0.7444012999767438,center0,0.0,2802.934433412562,GMM|k=4|cv=ful,111.0,74.0,
UBC1081,gmm_bic,10452,10452,0,52,52,1.0,1.0,1.0,0.0,1.0351620999863371,center0,0.0,1341.347326724513,GMM|k=5|cv=ful,78.0,52.0,
UBC1082,gmm_bic,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.93121280008927,center0,0.0,5744.40588567114,GMM|k=5|cv=dia,55.0,37.0,
UBC1083,gmm_bic,3618,3618,0,18,18,1.0,1.0,1.0,0.0,0.6658331999788061,center0,0.0,4567.564870481791,GMM|k=4|cv=ful,50.0,18.0,
UBC1084,gmm_bic,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.885034800041467,center0,0.0,7209.729184596523,GMM|k=5|cv=ful,50.0,32.0,
UBC1085,gmm_bic,12461,12462,1,61,61,1.0,0.9838709677419356,0.991869918699187,0.0,1.2936953000025824,center0,0.0,1161.4925912365925,GMM|k=5|cv=dia,91.0,61.0,
UBC1086,gmm_bic,7437,7437,0,37,37,1.0,1.0,1.0,0.0,1.058262100093998,center0,0.0,4179.252327377832,GMM|k=3|cv=ful,55.0,37.0,
UBC1087,gmm_bic,3819,3819,0,19,19,1.0,1.0,1.0,0.0,1.0685526001034304,center0,0.0,11210.714216423044,GMM|k=4|cv=ful,50.0,19.0,
UBC1088,gmm_bic,6632,6633,1,32,32,1.0,0.9696969696969696,0.9846153846153848,0.0,1.4191029000794515,center0,0.0,11923.418869464382,GMM|k=5|cv=ful,50.0,32.0,
UBC1089,gmm_bic,7035,7035,0,35,35,1.0,1.0,1.0,0.0,0.9370891000144184,center0,0.0,4388.914336650356,GMM|k=5|cv=ful,52.0,35.0,
UBC1090,gmm_bic,4019,4020,1,19,23,0.8260869565217391,0.95,0.8837209302325583,0.1739130434782608,0.8292215000838041,center0,0.0,5356.709589450344,GMM|k=5|cv=ful,50.0,23.0,
UBC1091,gmm_bic,12260,12261,1,60,60,1.0,0.9836065573770492,0.9917355371900828,0.0,0.7183244000189006,center0,0.0,3663.3458037066302,GMM|k=5|cv=ful,88.0,60.0,
UBC1092,gmm_bic,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.8766327999765053,center0,0.0,4844.849338023647,GMM|k=5|cv=ful,50.0,28.0,
UBC1093,gmm_bic,19496,19497,1,96,96,1.0,0.9896907216494846,0.9948186528497408,0.0,0.7228621999965981,center0,0.0,1925.1676401839263,GMM|k=5|cv=dia,142.0,96.0,
UBC1094,gmm_bic,15879,15879,0,79,79,1.0,1.0,1.0,0.0,0.9093507999787108,center0,0.0,875.6427887964089,GMM|k=5|cv=ful,117.0,79.0,
UBC1095,gmm_bic,8643,8643,0,43,62,0.6935483870967742,1.0,0.8190476190476191,0.3064516129032257,1.063367700087838,center0,0.0,6155.261625735744,GMM|k=5|cv=ful,91.0,62.0,
UBC1096,gmm_bic,5226,5226,0,26,26,1.0,1.0,1.0,0.0,1.2835307999048382,center0,0.0,7344.5537044525245,GMM|k=4|cv=ful,50.0,26.0,
UBC1097,gmm_bic,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.6497071000048891,center0,0.0,6809.047688930019,GMM|k=5|cv=ful,50.0,22.0,
UBC1098,gmm_bic,3819,3819,0,19,21,0.9047619047619048,1.0,0.95,0.0952380952380952,1.223416900029406,center0,0.0,12097.146148872383,GMM|k=4|cv=ful,50.0,21.0,
UBC1099,gmm_bic,7638,7638,0,38,38,1.0,1.0,1.0,0.0,0.9388841999461874,center0,0.0,7266.799112294675,GMM|k=5|cv=dia,57.0,38.0,
UBC1100,gmm_bic,9447,9447,0,47,47,1.0,1.0,1.0,0.0,0.948052000021562,center0,0.0,4456.4970631289325,GMM|k=5|cv=ful,69.0,47.0,
UBC1101,gmm_bic,11658,11658,0,58,58,1.0,1.0,1.0,0.0,1.4912277999101209,center0,0.0,3456.6714367613804,GMM|k=5|cv=dia,87.0,58.0,
UBC1102,gmm_bic,9045,9045,0,45,452,0.0,0.0,0.0,1.0,1.4182792999781668,center0,0.0,7738.494505374416,GMM|k=5|cv=ful,452.0,463.0,
UBC1103,gmm_bic,10047,10047,0,50,502,0.0,0.0,0.0,1.0,0.9740811000810936,center0,0.0,12348.252167193874,GMM|k=5|cv=ful,502.0,541.0,
UBC1104,gmm_bic,9445,9447,2,45,472,0.0,0.0,0.0,1.0,0.8735892999684438,center0,0.0,6919.987430064663,GMM|k=5|cv=ful,472.0,651.0,
UBC1105,gmm_bic,10652,10653,1,52,532,0.0,0.0,0.0,1.0,0.4908623000374064,center0,0.0,3682.83860871075,GMM|k=5|cv=ful,532.0,645.0,
UBC1106,gmm_bic,7034,7035,1,34,86,0.0,0.0,0.0,1.0,1.0989076000405475,center0,0.0,9827.69512125729,GMM|k=5|cv=ful,123.0,86.0,
UBC1107,gmm_bic,6231,6231,0,31,65,0.4769230769230769,1.0,0.6458333333333334,0.523076923076923,0.9847293000202626,center0,0.0,6270.56085058926,GMM|k=5|cv=ful,96.0,65.0,
UBC1108,gmm_bic,11256,11256,0,56,562,0.0,0.0,0.0,1.0,1.0813825000077486,center0,0.0,7802.72695579989,GMM|k=4|cv=dia,562.0,998.0,
UBC1109,gmm_bic,6432,6432,0,32,32,1.0,1.0,1.0,0.0,1.0742772999219596,center0,0.0,5251.235266660215,GMM|k=5|cv=dia,50.0,32.0,
UBC1110,gmm_bic,7638,7638,0,38,38,1.0,1.0,1.0,0.0,1.160955199971795,center0,0.0,3869.3171097755535,GMM|k=4|cv=ful,55.0,38.0,
UBC1111,gmm_bic,5628,5628,0,28,281,0.0,0.0,0.0,1.0,0.8338602000148967,center0,0.0,11151.569714038356,GMM|k=5|cv=ful,281.0,707.0,
UBC1112,gmm_bic,9044,9045,1,44,44,1.0,0.9777777777777776,0.9887640449438202,0.0,0.5666354999411851,center0,0.0,7375.017036883815,GMM|k=5|cv=ful,66.0,44.0,
UBC1113,gmm_bic,6632,6633,1,32,32,1.0,0.9696969696969696,0.9846153846153848,0.0,0.9612756000133232,center0,0.0,10988.90983053921,GMM|k=5|cv=ful,50.0,32.0,
UBC1114,gmm_bic,4824,4824,0,24,24,1.0,1.0,1.0,0.0,1.0675377000588924,center0,0.0,8877.592916679392,GMM|k=4|cv=ful,50.0,24.0,
UBC1115,gmm_bic,7437,7437,0,37,37,1.0,1.0,1.0,0.0,1.1026024000020698,center0,0.0,7619.939084243784,GMM|k=4|cv=ful,55.0,37.0,
UBC1116,gmm_bic,4623,4623,0,23,23,1.0,1.0,1.0,0.0,0.964045700035058,center0,0.0,13723.575701205717,GMM|k=5|cv=ful,50.0,23.0,
UBC1117,gmm_bic,10251,10251,0,51,51,1.0,1.0,1.0,0.0,0.7807067999383435,center0,0.0,3799.515004348765,GMM|k=4|cv=ful,76.0,51.0,
UBC1118,gmm_bic,20189,20191,2,189,189,1.0,0.9895287958115184,0.9947368421052633,0.0,0.7601856000255793,center0,0.0,5556.721027088175,GMM|k=4|cv=ful,282.0,189.0,
UBC1119,gmm_bic,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.9741562000708656,center0,0.0,8007.217277972682,GMM|k=5|cv=ful,50.0,26.0,
UBC1120,gmm_bic,3417,3417,0,17,17,1.0,1.0,1.0,0.0,0.918829300091602,center0,0.0,10090.35670299531,GMM|k=4|cv=ful,50.0,17.0,
UBC1121,gmm_bic,9447,9447,0,47,49,0.9591836734693876,1.0,0.9791666666666666,0.0408163265306122,0.9946635999949648,center0,0.0,4486.313690631374,GMM|k=5|cv=ful,72.0,49.0,
UBC1122,gmm_bic,10048,10050,2,48,502,0.0,0.0,0.0,1.0,0.8070211999583989,center0,0.0,4260.277683925639,GMM|k=4|cv=ful,502.0,686.0,
UBC1123,gmm_bic,3011,3011,0,11,150,0.0,0.0,0.0,1.0,0.7579463999718428,center0,0.0,10760.165216311118,GMM|k=4|cv=ful,150.0,285.0,
UBC1124,gmm_bic,3618,3618,0,18,20,0.9,1.0,0.9473684210526316,0.0999999999999999,1.0763410999206826,center0,0.0,13588.987221209987,GMM|k=5|cv=ful,50.0,20.0,
UBC1125,gmm_bic,11054,11055,1,54,54,1.0,0.9818181818181818,0.9908256880733944,0.0,0.7670751000987366,center0,0.0,2423.6755866694293,GMM|k=5|cv=ful,81.0,54.0,
UBC1126,gmm_bic,7236,7236,0,36,36,1.0,1.0,1.0,0.0,0.97349560004659,center0,0.0,3518.802161407481,GMM|k=4|cv=ful,52.0,36.0,
UBC1127,gmm_bic,5628,5628,0,28,281,0.0,0.0,0.0,1.0,0.9028581000166014,center0,0.0,11813.283463452815,GMM|k=5|cv=dia,281.0,585.0,
UBC1128,gmm_bic,4421,4422,1,21,24,0.875,0.9545454545454546,0.9130434782608696,0.125,0.8953714000526816,center0,0.0,10559.730162112695,GMM|k=5|cv=ful,50.0,24.0,
UBC1129,gmm_bic,4824,4824,0,24,27,0.8888888888888888,1.0,0.9411764705882352,0.1111111111111111,1.0278299999190494,center0,0.0,10790.727962939724,GMM|k=5|cv=ful,50.0,27.0,
UBC1130,gmm_bic,13064,13065,1,64,64,1.0,0.9846153846153848,0.992248062015504,0.0,0.4160738000646233,center0,0.0,3924.341430156215,GMM|k=5|cv=ful,96.0,64.0,
UBC1131,gmm_bic,13467,13467,0,67,67,1.0,1.0,1.0,0.0,1.0898028999799865,center0,0.0,5126.1108417200885,GMM|k=5|cv=ful,100.0,67.0,
UBC1132,gmm_bic,4019,4020,1,19,19,1.0,0.95,0.9743589743589745,0.0,1.1471137999324128,center0,0.0,6433.984269587978,GMM|k=5|cv=ful,50.0,19.0,
UBC1133,gmm_bic,7035,7035,0,35,35,1.0,1.0,1.0,0.0,1.2130958999041468,center0,0.0,8946.722378222927,GMM|k=5|cv=ful,52.0,35.0,
UBC1134,gmm_bic,8241,8241,0,41,41,1.0,1.0,1.0,0.0,1.034454800072126,center0,0.0,3499.9182123827777,GMM|k=5|cv=ful,60.0,41.0,
UBC1135,gmm_bic,8844,8844,0,44,44,1.0,1.0,1.0,0.0,0.9901708000106736,center0,0.0,4160.642256228908,GMM|k=5|cv=ful,64.0,44.0,
UBC1136,gmm_bic,3013,3013,0,13,15,0.8666666666666667,1.0,0.9285714285714286,0.1333333333333333,0.8777816999936476,center0,0.0,18068.899740664943,GMM|k=5|cv=ful,50.0,15.0,
UBC1137,gmm_bic,4823,4824,1,23,241,0.0,0.0,0.0,1.0,0.7674210999393836,center0,0.0,11190.92070051907,GMM|k=5|cv=ful,241.0,531.0,
UBC1138,gmm_bic,4019,4020,1,19,19,1.0,0.95,0.9743589743589745,0.0,1.1700689001008868,center0,0.0,11193.531383960231,GMM|k=5|cv=ful,50.0,19.0,
UBC1139,gmm_bic,5226,5226,0,26,26,1.0,1.0,1.0,0.0,1.1677944000111893,center0,0.0,6599.03874013281,GMM|k=5|cv=dia,50.0,26.0,
UBC1140,gmm_bic,12259,12261,2,59,59,1.0,0.9672131147540984,0.9833333333333332,0.0,1.101347699994221,center0,0.0,5153.996547196866,GMM|k=5|cv=dia,87.0,59.0,
UBC1141,gmm_bic,8441,8442,1,41,41,1.0,0.9761904761904762,0.9879518072289156,0.0,0.7924787000520155,center0,0.0,9507.243271064768,GMM|k=4|cv=ful,60.0,41.0,
UBC1142,gmm_bic,9648,9648,0,48,403,0.119106699751861,1.0,0.212860310421286,0.8808933002481389,0.7712872000411153,center0,0.0,12672.348519299983,GMM|k=5|cv=dia,482.0,403.0,
UBC1143,gmm_bic,20114,20114,0,114,114,1.0,1.0,1.0,0.0,0.4839964000275358,center0,0.0,-503.7965522289175,GMM|k=4|cv=ful,171.0,114.0,
UBC1144,gmm_bic,10653,10653,0,53,63,0.8412698412698413,1.0,0.9137931034482758,0.1587301587301587,0.7166806999593973,center0,0.0,5773.910214393123,GMM|k=5|cv=ful,91.0,63.0,
UBC1145,gmm_bic,4622,4623,1,22,22,1.0,0.9565217391304348,0.9777777777777776,0.0,1.0499520000303164,center0,0.0,7696.8582768130145,GMM|k=5|cv=ful,50.0,22.0,
UBC1146,gmm_bic,8844,8844,0,44,44,1.0,1.0,1.0,0.0,1.079762200010009,center0,0.0,10057.031740634426,GMM|k=5|cv=ful,66.0,44.0,
UBC1147,gmm_bic,12662,12663,1,62,62,1.0,0.984126984126984,0.992,0.0,1.09090319997631,center0,0.0,2201.9777199969303,GMM|k=5|cv=dia,93.0,62.0,
UBC1148,gmm_bic,5628,5628,0,28,28,1.0,1.0,1.0,0.0,1.0075273999245835,center0,0.0,4713.313509910091,GMM|k=5|cv=ful,50.0,28.0,
UBC1149,gmm_bic,7638,7638,0,38,38,1.0,1.0,1.0,0.0,0.9619670000392944,center0,0.0,7394.474377124294,GMM|k=5|cv=ful,57.0,38.0,
