cluster,variant,n_cone,n_raw_cone,n_quality_rejected,n_true_in_cone,n_pred,precision,recall,f1,contam,runtime_s,center_mode,center_shift_arcmin,objective,tag,chosen_k,chosen_tau,mean_support,median_radius,cache_pipeline_signature
UBC1036,full_core,,,,,,1.0,0.9553571428571428,0.9771689497716896,0.0,0.1451771000865847,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1037,full_core,,,,,,1.0,0.988095238095238,0.9940119760479044,0.0,0.1453657000092789,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1038,full_core,,,,,,1.0,0.9607843137254902,0.98,0.0,0.1522301000077277,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1039,full_core,,,,,,1.0,1.0,1.0,0.0,0.1338324000826105,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1040,full_core,,,,,,1.0,1.0,1.0,0.0,0.1301237000152468,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1041,full_core,,,,,,1.0,0.8571428571428571,0.923076923076923,0.0,0.1412434999365359,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1042,full_core,,,,,,1.0,0.9042553191489362,0.9497206703910616,0.0,0.1462215000065043,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1043,full_core,,,,,,1.0,0.9032258064516128,0.9491525423728812,0.0,0.1282690999796614,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1044,full_core,,,,,,1.0,1.0,1.0,0.0,0.1264234000118449,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1045,full_core,,,,,,1.0,0.981132075471698,0.9904761904761904,0.0,0.1377630000934004,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1046,full_core,,,,,,1.0,1.0,1.0,0.0,0.1309669000329449,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1047,full_core,,,,,,1.0,1.0,1.0,0.0,0.1309544999385252,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1048,full_core,,,,,,1.0,0.9655172413793104,0.9824561403508772,0.0,0.1545391000108793,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1049,full_core,,,,,,1.0,0.087719298245614,0.1612903225806451,0.0,0.1426503000548109,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1050,full_core,,,,,,1.0,1.0,1.0,0.0,0.1313466998981312,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1051,full_core,,,,,,1.0,1.0,1.0,0.0,0.1607244999613613,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1052,full_core,,,,,,1.0,1.0,1.0,0.0,0.1386600999394431,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1053,full_core,,,,,,1.0,0.9666666666666668,0.983050847457627,0.0,0.1256988999666646,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1054,full_core,,,,,,1.0,0.925925925925926,0.9615384615384616,0.0,0.1856397000374272,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1055,full_core,,,,,,1.0,0.979591836734694,0.9896907216494846,0.0,0.1360052999807521,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1056,full_core,,,,,,1.0,0.9545454545454546,0.9767441860465116,0.0,0.1355481999926269,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1057,full_core,,,,,,1.0,0.9548022598870056,0.976878612716763,0.0,0.1480468999361619,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1058,full_core,,,,,,1.0,1.0,1.0,0.0,0.1369934000540524,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1059,full_core,,,,,,1.0,1.0,1.0,0.0,0.122688699979335,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1060,full_core,,,,,,1.0,0.9777777777777776,0.9887640449438202,0.0,0.1333239000523463,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1061,full_core,,,,,,1.0,1.0,1.0,0.0,0.1557714999653399,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1062,full_core,,,,,,1.0,1.0,1.0,0.0,0.1373036000877618,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1063,full_core,,,,,,1.0,0.943661971830986,0.9710144927536232,0.0,0.1409879999700933,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1064,full_core,,,,,,1.0,0.9797979797979798,0.989795918367347,0.0,0.1305325999855995,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1065,full_core,,,,,,1.0,1.0,1.0,0.0,0.1262625999515876,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1066,full_core,,,,,,1.0,1.0,1.0,0.0,0.1301974999951198,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1067,full_core,,,,,,1.0,0.925925925925926,0.9615384615384616,0.0,0.1271493999520316,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1068,full_core,,,,,,0.9032258064516128,0.9333333333333332,0.918032786885246,0.0967741935483871,0.1435782000189647,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1069,full_core,,,,,,1.0,1.0,1.0,0.0,0.1360595000442117,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1070,full_core,,,,,,1.0,1.0,1.0,0.0,0.1471537000034004,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1071,full_core,,,,,,1.0,1.0,1.0,0.0,0.127800100017339,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1072,full_core,,,,,,1.0,0.9743589743589745,0.9870129870129868,0.0,0.1314849999034777,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1073,full_core,,,,,,1.0,0.9693877551020408,0.9844559585492229,0.0,0.1353923000860959,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1074,full_core,,,,,,1.0,1.0,1.0,0.0,0.1237685999367386,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1075,full_core,,,,,,1.0,1.0,1.0,0.0,0.1394609999842941,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1076,full_core,,,,,,1.0,1.0,1.0,0.0,0.1386593000497669,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1077,full_core,,,,,,1.0,0.8852459016393442,0.9391304347826086,0.0,0.1375933999661356,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1078,full_core,,,,,,1.0,1.0,1.0,0.0,0.1354416999965906,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1079,full_core,,,,,,1.0,1.0,1.0,0.0,0.1279815000016242,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1080,full_core,,,,,,1.0,1.0,1.0,0.0,0.1327488000970333,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1081,full_core,,,,,,1.0,0.9423076923076924,0.9702970297029704,0.0,0.1750680999830365,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1082,full_core,,,,,,1.0,1.0,1.0,0.0,0.2341220999369397,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1083,full_core,,,,,,1.0,1.0,1.0,0.0,0.1409229999408126,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1084,full_core,,,,,,1.0,0.9375,0.967741935483871,0.0,0.1485176999121904,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1085,full_core,,,,,,1.0,0.9344262295081968,0.9661016949152544,0.0,0.1382658000802621,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1086,full_core,,,,,,1.0,1.0,1.0,0.0,0.1240206999937072,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1087,full_core,,,,,,1.0,0.9473684210526316,0.972972972972973,0.0,0.1425171999726444,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1088,full_core,,,,,,1.0,1.0,1.0,0.0,0.1253817999968305,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1089,full_core,,,,,,1.0,0.9142857142857144,0.955223880597015,0.0,0.1359402000671252,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1090,full_core,,,,,,1.0,1.0,1.0,0.0,0.1294488999992609,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1091,full_core,,,,,,1.0,0.9,0.9473684210526316,0.0,0.1588604999706149,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1092,full_core,,,,,,1.0,0.9642857142857144,0.9818181818181818,0.0,0.1294425999512896,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1093,full_core,,,,,,1.0,1.0,1.0,0.0,0.166381400078535,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1094,full_core,,,,,,1.0,0.9873417721518988,0.9936305732484078,0.0,0.1548144998960197,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1095,full_core,,,,,,1.0,1.0,1.0,0.0,0.1488174999831244,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1096,full_core,,,,,,1.0,1.0,1.0,0.0,0.1470512000378221,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1097,full_core,,,,,,1.0,1.0,1.0,0.0,0.1303533000173047,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1098,full_core,,,,,,1.0,1.0,1.0,0.0,0.1352911000140011,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1099,full_core,,,,,,1.0,1.0,1.0,0.0,0.132154899998568,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1100,full_core,,,,,,1.0,1.0,1.0,0.0,0.1238878000294789,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1101,full_core,,,,,,1.0,1.0,1.0,0.0,0.1377847000258043,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1102,full_core,,,,,,1.0,0.8444444444444444,0.9156626506024096,0.0,0.1439631000394001,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1103,full_core,,,,,,0.1742160278745644,1.0,0.2967359050445104,0.8257839721254355,0.238705400028266,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1104,full_core,,,,,,1.0,0.6,0.7499999999999999,0.0,0.1343099999940022,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1105,full_core,,,,,,1.0,0.9807692307692308,0.9902912621359222,0.0,0.131805699900724,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1106,full_core,,,,,,1.0,1.0,1.0,0.0,0.1304780000355094,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1107,full_core,,,,,,1.0,0.967741935483871,0.9836065573770492,0.0,0.1240559999132528,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1108,full_core,,,,,,1.0,0.9464285714285714,0.9724770642201834,0.0,0.1325790000846609,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1109,full_core,,,,,,1.0,0.90625,0.9508196721311476,0.0,0.1565341999521479,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1110,full_core,,,,,,1.0,1.0,1.0,0.0,0.1494227000512182,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1111,full_core,,,,,,0.9032258064516128,1.0,0.9491525423728812,0.0967741935483871,0.1460166999604553,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1112,full_core,,,,,,1.0,0.9318181818181818,0.9647058823529412,0.0,0.1946573000168427,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1113,full_core,,,,,,1.0,0.875,0.9333333333333332,0.0,0.1519726000260561,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1114,full_core,,,,,,1.0,1.0,1.0,0.0,0.1188484000740572,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1115,full_core,,,,,,1.0,0.972972972972973,0.9863013698630138,0.0,0.1135243000462651,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1116,full_core,,,,,,1.0,0.9565217391304348,0.9777777777777776,0.0,0.1267478000372648,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1117,full_core,,,,,,1.0,0.9411764705882352,0.9696969696969696,0.0,0.125689800013788,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1118,full_core,,,,,,1.0,0.8359788359788359,0.9106628242074928,0.0,0.1388887000503018,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1119,full_core,,,,,,1.0,0.9615384615384616,0.9803921568627452,0.0,0.1185689999256283,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1120,full_core,,,,,,1.0,1.0,1.0,0.0,0.1145679000765085,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1121,full_core,,,,,,1.0,0.9361702127659576,0.967032967032967,0.0,0.1189229999436065,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1122,full_core,,,,,,1.0,1.0,1.0,0.0,0.1233113000635057,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1123,full_core,,,,,,1.0,1.0,1.0,0.0,0.1255568999331444,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1124,full_core,,,,,,1.0,1.0,1.0,0.0,0.1336081000044942,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1125,full_core,,,,,,1.0,0.925925925925926,0.9615384615384616,0.0,0.1193573001073673,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1126,full_core,,,,,,1.0,1.0,1.0,0.0,0.1182876999955624,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1127,full_core,,,,,,1.0,0.8928571428571429,0.9433962264150944,0.0,0.1319242001045495,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1128,full_core,,,,,,1.0,1.0,1.0,0.0,0.1166696000145748,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1129,full_core,,,,,,1.0,1.0,1.0,0.0,0.1195924000348895,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1130,full_core,,,,,,1.0,0.953125,0.976,0.0,0.1193633000366389,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1131,full_core,,,,,,1.0,0.6716417910447762,0.8035714285714287,0.0,0.1228914000093936,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1132,full_core,,,,,,1.0,1.0,1.0,0.0,0.1298277999740094,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1133,full_core,,,,,,1.0,0.9714285714285714,0.9855072463768116,0.0,0.1229628999717533,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1134,full_core,,,,,,1.0,1.0,1.0,0.0,0.1228929999051615,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1135,full_core,,,,,,1.0,1.0,1.0,0.0,0.1180740999989211,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1136,full_core,,,,,,1.0,1.0,1.0,0.0,0.1117987000616267,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1137,full_core,,,,,,1.0,1.0,1.0,0.0,0.1179682000074535,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1138,full_core,,,,,,1.0,1.0,1.0,0.0,0.116420799982734,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1139,full_core,,,,,,1.0,1.0,1.0,0.0,0.1157828000141307,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1140,full_core,,,,,,1.0,0.9661016949152542,0.9827586206896552,0.0,0.1302536999573931,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1141,full_core,,,,,,1.0,1.0,1.0,0.0,0.1312936999602243,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1142,full_core,,,,,,0.9767441860465116,0.875,0.923076923076923,0.0232558139534884,0.2161403000354766,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1143,full_core,,,,,,1.0,0.9649122807017544,0.9821428571428572,0.0,0.1248089000582695,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1144,full_core,,,,,,1.0,1.0,1.0,0.0,0.1197586000198498,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1145,full_core,,,,,,1.0,1.0,1.0,0.0,0.1163090000627562,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1146,full_core,,,,,,1.0,0.9090909090909092,0.9523809523809524,0.0,0.1260775999398902,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1147,full_core,,,,,,1.0,1.0,1.0,0.0,0.1473954999819398,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1148,full_core,,,,,,1.0,1.0,1.0,0.0,0.127924200030975,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1149,full_core,,,,,,1.0,1.0,1.0,0.0,0.136785100097768,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1150,full_core,,,,,,1.0,1.0,1.0,0.0,0.1219475000398233,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1151,full_core,,,,,,1.0,1.0,1.0,0.0,0.1495147000532597,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1152,full_core,,,,,,1.0,1.0,1.0,0.0,0.1246125999605283,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1153,full_core,,,,,,1.0,1.0,1.0,0.0,0.1295508000766858,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1154,full_core,,,,,,1.0,0.9736842105263158,0.9866666666666666,0.0,0.1299628999549895,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
UBC1155,full_core,,,,,,1.0,1.0,1.0,0.0,0.1293014999246224,imported_core_reference,0.0,,IMPORTED_CORE_BENCHMARK_REFERENCE,,,,,
