cluster,variant,n_cone,n_raw_cone,n_quality_rejected,n_true_in_cone,n_pred,precision,recall,f1,contam,runtime_s,center_mode,center_shift_arcmin,objective,tag,chosen_k,chosen_tau,mean_support,median_radius,cache_pipeline_signature
UBC1021,no_center_refinement,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.03785069999867119,center0,0.0,1.0217712312289935,CORE|k=18|tau=0.45,18.0,0.45,0.9780266880989075,0.39555078744888306,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1022,no_center_refinement,7637,7638,1,37,37,1.0,0.9736842105263158,0.9866666666666666,0.0,0.052936799998860806,center0,0.0,1.0173701241075597,CORE|k=32|tau=0.45,32.0,0.45,0.9727627635002136,0.453540176153183,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1023,no_center_refinement,8040,8040,0,40,40,1.0,1.0,1.0,0.0,0.03831299999728799,center0,0.0,1.0083440897570854,CORE|k=32|tau=0.45,32.0,0.45,0.9652383923530579,0.4955126643180847,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1024,no_center_refinement,20130,20133,3,130,105,1.0,0.7894736842105263,0.8823529411764706,0.0,0.04565330000332324,center0,0.0,0.9416562912045449,CORE|k=48|tau=0.75,48.0,0.75,0.908937931060791,0.8459176421165466,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1025,no_center_refinement,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.03440880000562174,center0,0.0,1.00631994761217,CORE|k=18|tau=0.55,18.0,0.55,0.9709265828132629,0.5039898157119751,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1026,no_center_refinement,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.03497870000137482,center0,0.0,1.0061535980177514,CORE|k=12|tau=0.45,12.0,0.45,0.9692895412445068,0.478339821100235,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1027,no_center_refinement,20229,20229,0,229,168,1.0,0.7336244541484717,0.8463476070528968,0.0,0.04767120000178693,center0,0.0,0.9203232572749268,CORE|k=48|tau=0.75,48.0,0.75,0.8973824381828308,1.0531830787658691,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1028,no_center_refinement,4020,4020,0,20,20,1.0,1.0,1.0,0.0,0.03409370000008494,center0,0.0,1.0243760623381346,CORE|k=18|tau=0.45,18.0,0.45,0.9842031598091125,0.41170862317085266,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1029,no_center_refinement,9444,9447,3,44,44,1.0,0.9361702127659575,0.967032967032967,0.0,0.04095500000403263,center0,0.0,1.0041194873472314,CORE|k=32|tau=0.45,32.0,0.45,0.9645933508872986,0.5576521158218384,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1030,no_center_refinement,4623,4623,0,23,23,1.0,1.0,1.0,0.0,0.03441269999893848,center0,0.0,1.0162525089296122,CORE|k=12|tau=0.45,12.0,0.45,0.9737584590911865,0.4034927487373352,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1031,no_center_refinement,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.04992820000188658,center0,0.0,1.0160698244638686,CORE|k=24|tau=0.45,24.0,0.45,0.968119740486145,0.4656904935836792,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1032,no_center_refinement,3216,3216,0,16,16,1.0,1.0,1.0,0.0,0.032520900000236,center0,0.0,0.9986261948364581,CORE|k=12|tau=0.55,12.0,0.55,0.9675642251968384,0.4903274178504944,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1033,no_center_refinement,6833,6834,1,33,33,1.0,0.9705882352941176,0.9850746268656716,0.0,0.040914400000474416,center0,0.0,0.9751732180863835,CORE|k=18|tau=0.55,18.0,0.55,0.958019495010376,0.7488018274307251,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1034,no_center_refinement,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.040048100003332365,center0,0.0,0.9866811529792833,CORE|k=18|tau=0.55,18.0,0.55,0.9569913148880005,0.6774068474769592,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1035,no_center_refinement,20112,20112,0,112,112,1.0,1.0,1.0,0.0,0.05175289999897359,center0,0.0,0.9856099378573845,CORE|k=48|tau=0.45,48.0,0.45,0.9311108589172363,0.6189724206924438,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1036,no_center_refinement,20112,20112,0,112,110,1.0,0.9821428571428571,0.9909909909909909,0.0,0.047152399994956795,center0,0.0,0.9539405837234066,CORE|k=24|tau=0.75,24.0,0.75,0.9155533313751221,0.7934331297874451,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1037,no_center_refinement,17084,17085,1,84,83,1.0,0.9764705882352941,0.988095238095238,0.0,0.046914700003981125,center0,0.0,0.9816488303197055,CORE|k=48|tau=0.75,48.0,0.75,0.9364056587219238,0.6578527688980103,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1038,no_center_refinement,10251,10251,0,51,50,1.0,0.9803921568627451,0.99009900990099,0.0,0.04044640000211075,center0,0.0,1.0107431830705704,CORE|k=32|tau=0.75,32.0,0.75,0.9663118720054626,0.5354564785957336,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1039,no_center_refinement,11656,11658,2,56,45,1.0,0.7758620689655172,0.8737864077669902,0.0,0.05803179999929853,center0,0.0,0.8694943640529949,CORE|k=18|tau=0.75,18.0,0.75,0.8549721837043762,0.8461517691612244,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1040,no_center_refinement,8040,8040,0,40,33,1.0,0.825,0.9041095890410958,0.0,0.038183299999218434,center0,0.0,0.8567394500076988,CORE|k=18|tau=0.75,18.0,0.75,0.8488921523094177,0.8639397025108337,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1041,no_center_refinement,7035,7035,0,35,35,1.0,1.0,1.0,0.0,0.03676979999727337,center0,0.0,1.0120848194034906,CORE|k=32|tau=0.55,32.0,0.55,0.9658856987953186,0.4161750376224518,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1042,no_center_refinement,19094,19095,1,94,93,1.0,0.9789473684210527,0.9893617021276596,0.0,0.046556400004192255,center0,0.0,0.9710627096055997,CORE|k=48|tau=0.75,48.0,0.75,0.9260641932487488,0.6850877404212952,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1043,no_center_refinement,6231,6231,0,31,31,1.0,1.0,1.0,0.0,0.03819449999718927,center0,0.0,1.015857845138749,CORE|k=18|tau=0.55,18.0,0.55,0.9768210649490356,0.4822063446044922,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1044,no_center_refinement,6030,6030,0,30,30,1.0,1.0,1.0,0.0,0.03459550000115996,center0,0.0,1.0178643700595127,CORE|k=18|tau=0.45,18.0,0.45,0.9800077676773071,0.49790436029434204,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1045,no_center_refinement,10853,10854,1,53,53,1.0,0.9814814814814815,0.9906542056074767,0.0,0.040309799995156936,center0,0.0,0.9763561859065841,CORE|k=24|tau=0.55,24.0,0.55,0.9467436671257019,0.7226660847663879,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1046,no_center_refinement,6231,6231,0,31,31,1.0,1.0,1.0,0.0,0.03730199999699835,center0,0.0,1.008016866151062,CORE|k=12|tau=0.55,12.0,0.55,0.9708514213562012,0.5045698881149292,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1047,no_center_refinement,6833,6834,1,33,33,1.0,0.9705882352941176,0.9850746268656716,0.0,0.03631969999696594,center0,0.0,0.9696031899138735,CORE|k=12|tau=0.55,12.0,0.55,0.9587720036506653,0.8328118324279785,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1048,no_center_refinement,11658,11658,0,58,58,1.0,1.0,1.0,0.0,0.04343230000085896,center0,0.0,0.9746938355600474,CORE|k=48|tau=0.55,48.0,0.55,0.9395943880081177,0.678917407989502,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1049,no_center_refinement,20228,20231,3,228,170,1.0,0.7359307359307359,0.8478802992518703,0.0,0.04645609999715816,center0,0.0,0.8949427275609652,CORE|k=48|tau=0.75,48.0,0.75,0.884631335735321,1.2086286544799805,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1050,no_center_refinement,5427,5427,0,27,27,1.0,1.0,1.0,0.0,0.03352249999443302,center0,0.0,1.0031298680974061,CORE|k=12|tau=0.55,12.0,0.55,0.9669852256774902,0.49690932035446167,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1051,no_center_refinement,16078,16080,2,78,72,1.0,0.9,0.9473684210526316,0.0,0.04542289999517379,center0,0.0,0.9554399644440069,CORE|k=12|tau=0.75,12.0,0.75,0.9245612025260925,0.7791467905044556,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1052,no_center_refinement,6230,6231,1,30,30,1.0,0.967741935483871,0.9836065573770492,0.0,0.040515000000596046,center0,0.0,0.9867703587789217,CORE|k=24|tau=0.45,24.0,0.45,0.9630639553070068,0.6533641815185547,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1053,no_center_refinement,12460,12462,2,60,60,1.0,0.967741935483871,0.9836065573770492,0.0,0.04232429999683518,center0,0.0,0.9845566481133723,CORE|k=32|tau=0.45,32.0,0.45,0.9431701302528381,0.6135638952255249,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1054,no_center_refinement,5427,5427,0,27,27,1.0,1.0,1.0,0.0,0.03545039999880828,center0,0.0,1.002617133110662,CORE|k=18|tau=0.45,18.0,0.45,0.9725682735443115,0.5719557404518127,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1055,no_center_refinement,9849,9849,0,49,48,1.0,0.9795918367346939,0.9896907216494846,0.0,0.037913700005447026,center0,0.0,0.9642339696429894,CORE|k=32|tau=0.75,32.0,0.75,0.9391853213310242,0.746888279914856,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1056,no_center_refinement,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.035349999998288695,center0,0.0,1.0165828876665783,CORE|k=18|tau=0.45,18.0,0.45,0.9791689515113831,0.45862913131713867,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1057,no_center_refinement,20177,20179,2,177,138,1.0,0.770949720670391,0.8706624605678234,0.0,0.051095700000587385,center0,0.0,0.9492795562799115,CORE|k=48|tau=0.75,48.0,0.75,0.9083731770515442,0.8173433542251587,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1058,no_center_refinement,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.0400249000012991,center0,0.0,0.9834331884853531,CORE|k=12|tau=0.45,12.0,0.45,0.9544619917869568,0.6904686689376831,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1059,no_center_refinement,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.03703780000068946,center0,0.0,1.0333238668254956,CORE|k=18|tau=0.45,18.0,0.45,0.9871381521224976,0.38301634788513184,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1060,no_center_refinement,9445,9447,2,45,45,1.0,0.9574468085106383,0.9782608695652174,0.0,0.039978599997994024,center0,0.0,1.0024535956896787,CORE|k=18|tau=0.55,18.0,0.55,0.9655783176422119,0.59647536277771,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1061,no_center_refinement,15879,15879,0,79,79,1.0,1.0,1.0,0.0,0.047365499995066784,center0,0.0,0.9343501391621505,CORE|k=18|tau=0.55,18.0,0.55,0.9195572137832642,0.9875739812850952,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1062,no_center_refinement,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.03681240000150865,center0,0.0,1.0035478643672289,CORE|k=12|tau=0.55,12.0,0.55,0.972906768321991,0.5889935493469238,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1063,no_center_refinement,14271,14271,0,71,71,1.0,1.0,1.0,0.0,0.04271809999772813,center0,0.0,0.9678011976887473,CORE|k=48|tau=0.55,48.0,0.55,0.9331364035606384,0.729670524597168,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1064,no_center_refinement,19899,19899,0,99,98,1.0,0.98989898989899,0.9949238578680203,0.0,0.04979200000525452,center0,0.0,0.9312300002366335,CORE|k=48|tau=0.75,48.0,0.75,0.9090599417686462,0.9609954357147217,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1065,no_center_refinement,3012,3012,0,12,84,0.14285714285714285,1.0,0.25,0.8571428571428572,0.03365049999410985,center0,0.0,0.6701514627447498,CORE|k=48|tau=0.75,48.0,0.75,0.8114078044891357,1.7494254112243652,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1066,no_center_refinement,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.03859540000121342,center0,0.0,1.0104985011835352,CORE|k=24|tau=0.55,24.0,0.55,0.9750581979751587,0.5607039332389832,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1067,no_center_refinement,10854,10854,0,54,53,1.0,0.9814814814814815,0.9906542056074767,0.0,0.039167599999927916,center0,0.0,0.9703654558315764,CORE|k=32|tau=0.75,32.0,0.75,0.9404677748680115,0.712503969669342,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1068,no_center_refinement,6029,6029,0,30,42,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.03868250000232365,center0,0.0,0.9491370337452355,CORE|k=12|tau=0.75,12.0,0.75,0.9295691251754761,0.7775555849075317,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1069,no_center_refinement,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.03629050000017742,center0,0.0,1.0232690999711325,CORE|k=12|tau=0.55,12.0,0.55,0.9831252694129944,0.45632636547088623,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1070,no_center_refinement,3417,3417,0,17,17,1.0,1.0,1.0,0.0,0.03159580000647111,center0,0.0,1.0096181827091295,CORE|k=12|tau=0.45,12.0,0.45,0.9706881046295166,0.40346744656562805,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1071,no_center_refinement,3617,3618,1,17,17,1.0,0.9444444444444444,0.9714285714285714,0.0,0.03421780000644503,center0,0.0,0.997030641429923,CORE|k=12|tau=0.45,12.0,0.45,0.9761313199996948,0.6160960793495178,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1072,no_center_refinement,15678,15678,0,78,78,1.0,1.0,1.0,0.0,0.04575669999758247,center0,0.0,0.9831799644607284,CORE|k=48|tau=0.45,48.0,0.45,0.9393870830535889,0.6588129997253418,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1073,no_center_refinement,19898,19899,1,98,97,1.0,0.9797979797979798,0.989795918367347,0.0,0.047669400002632756,center0,0.0,0.9531311455545736,CORE|k=48|tau=0.75,48.0,0.75,0.9165176153182983,0.794546365737915,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1074,no_center_refinement,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.034270399999513756,center0,0.0,1.0005799802545345,CORE|k=12|tau=0.55,12.0,0.55,0.97027587890625,0.5544700622558594,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1075,no_center_refinement,7838,7839,1,38,38,1.0,0.9743589743589743,0.9870129870129869,0.0,0.04209199999604607,center0,0.0,1.0195175183884269,CORE|k=24|tau=0.55,24.0,0.55,0.9710575938224792,0.409292995929718,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1076,no_center_refinement,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.03785729999799514,center0,0.0,1.0132750131982466,CORE|k=24|tau=0.45,24.0,0.45,0.9784654378890991,0.5383483171463013,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1077,no_center_refinement,12261,12261,0,61,61,1.0,1.0,1.0,0.0,0.040519900001527276,center0,0.0,0.9693868146692177,CORE|k=48|tau=0.55,48.0,0.55,0.9385810494422913,0.7434985041618347,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1078,no_center_refinement,9647,9648,1,47,47,1.0,0.9791666666666666,0.9894736842105264,0.0,0.041567400003259536,center0,0.0,0.9931577481424172,CORE|k=18|tau=0.45,18.0,0.45,0.9597139358520508,0.6478500962257385,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1079,no_center_refinement,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.03532699999777833,center0,0.0,1.0186017488032029,CORE|k=24|tau=0.45,24.0,0.45,0.9810853600502014,0.4899931252002716,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1080,no_center_refinement,15074,15075,1,74,74,1.0,0.9866666666666667,0.9932885906040269,0.0,0.042666999994253274,center0,0.0,0.9848382655360713,CORE|k=48|tau=0.45,48.0,0.45,0.9442264437675476,0.6841106414794922,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1081,no_center_refinement,10452,10452,0,52,52,1.0,1.0,1.0,0.0,0.04103960000065854,center0,0.0,1.0083409988478185,CORE|k=48|tau=0.55,48.0,0.55,0.9589847922325134,0.4812575876712799,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1082,no_center_refinement,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.03818769999634242,center0,0.0,1.0179588797782317,CORE|k=12|tau=0.45,12.0,0.45,0.9723958373069763,0.43563932180404663,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1083,no_center_refinement,3618,3618,0,18,18,1.0,1.0,1.0,0.0,0.030268800001067575,center0,0.0,1.0084880032139776,CORE|k=12|tau=0.45,12.0,0.45,0.975473940372467,0.4862431287765503,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1084,no_center_refinement,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.03548430000228109,center0,0.0,1.0372212789365771,CORE|k=12|tau=0.45,12.0,0.45,0.9843084216117859,0.3215818405151367,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1085,no_center_refinement,12461,12462,1,61,61,1.0,0.9838709677419355,0.991869918699187,0.0,0.03853949999756878,center0,0.0,1.0020258159964301,CORE|k=48|tau=0.65,48.0,0.65,0.9500251412391663,0.49306073784828186,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1086,no_center_refinement,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.03703769999992801,center0,0.0,0.9798774425095721,CORE|k=18|tau=0.55,18.0,0.55,0.951099693775177,0.6344714164733887,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1087,no_center_refinement,3819,3819,0,19,19,1.0,1.0,1.0,0.0,0.03178059999481775,center0,0.0,1.028097965153865,CORE|k=18|tau=0.45,18.0,0.45,0.9841195344924927,0.35924991965293884,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1088,no_center_refinement,6632,6633,1,32,31,1.0,0.9393939393939394,0.96875,0.0,0.03952250000293134,center0,0.0,0.9896695335063508,CORE|k=12|tau=0.75,12.0,0.75,0.9651433229446411,0.6461566686630249,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1089,no_center_refinement,7035,7035,0,35,35,1.0,1.0,1.0,0.0,0.0357302000047639,center0,0.0,0.9758568825464115,CORE|k=12|tau=0.55,12.0,0.55,0.9493297934532166,0.6479282379150391,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1090,no_center_refinement,4019,4020,1,19,19,1.0,0.95,0.9743589743589743,0.0,0.03655910000088625,center0,0.0,1.0266733770431362,CORE|k=12|tau=0.45,12.0,0.45,0.9849385619163513,0.3788101375102997,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
