cluster,variant,n_cone,n_raw_cone,n_quality_rejected,n_true_in_cone,n_pred,precision,recall,f1,contam,runtime_s,center_mode,center_shift_arcmin,objective,tag,chosen_k,chosen_tau,mean_support,median_radius,cache_pipeline_signature
UBC1015,no_anchor_prior,20564,20565,1,564,146,1.0,0.2584070796460177,0.41068917018284107,0.0,0.09617879999859724,center1_refined,0.5667228810489178,0.8092606169809,CORE|k=48|tau=0.75,48.0,0.75,0.8515971899032593,1.6884386539459229,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1016,no_anchor_prior,4421,4422,1,21,21,1.0,0.9545454545454546,0.9767441860465117,0.0,0.06697089999943273,center0,0.0,1.0075995298910894,CORE|k=12|tau=0.55,12.0,0.55,0.972883939743042,0.47982507944107056,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1017,no_anchor_prior,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.068771199999901,center0,0.0,0.9898991967165712,CORE|k=12|tau=0.55,12.0,0.55,0.9684313535690308,0.6705275774002075,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1018,no_anchor_prior,20154,20154,0,154,130,1.0,0.8441558441558441,0.9154929577464789,0.0,0.09164009999949485,center0,0.0,0.938964106098251,CORE|k=48|tau=0.75,48.0,0.75,0.9122534990310669,0.9614198207855225,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1019,no_anchor_prior,15678,15678,0,78,76,1.0,0.9743589743589743,0.9870129870129869,0.0,0.08819999999832362,center0,0.0,0.9816694248342772,CORE|k=24|tau=0.75,24.0,0.75,0.9365680813789368,0.6373914480209351,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1020,no_anchor_prior,20110,20111,1,110,108,1.0,0.972972972972973,0.9863013698630138,0.0,0.0995076000035624,center0,0.0,0.9714478899769392,CORE|k=12|tau=0.75,12.0,0.75,0.9272803664207458,0.7385293841362,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1021,no_anchor_prior,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.07349840000097174,center0,0.0,1.0217712312289935,CORE|k=18|tau=0.45,18.0,0.45,0.9780266880989075,0.39555078744888306,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1022,no_anchor_prior,7637,7638,1,37,37,1.0,0.9736842105263158,0.9866666666666666,0.0,0.08392729999468429,center0,0.0,1.0183131697237096,CORE|k=32|tau=0.45,32.0,0.45,0.9727495312690735,0.4415867030620575,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1023,no_anchor_prior,8040,8040,0,40,40,1.0,1.0,1.0,0.0,0.07460939999873517,center0,0.0,1.0074313805209405,CORE|k=32|tau=0.45,32.0,0.45,0.965283215045929,0.5074818134307861,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1024,no_anchor_prior,20130,20133,3,130,106,1.0,0.7969924812030075,0.8870292887029287,0.0,0.0985218000059831,center0,0.0,0.9402232714646254,CORE|k=48|tau=0.75,48.0,0.75,0.9075438976287842,0.8474891781806946,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1025,no_anchor_prior,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.07821609999518842,center0,0.0,1.006372301947955,CORE|k=18|tau=0.55,18.0,0.55,0.9709655046463013,0.5038219094276428,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1026,no_anchor_prior,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.07106780000322033,center0,0.0,1.0061535980177514,CORE|k=12|tau=0.45,12.0,0.45,0.9692895412445068,0.478339821100235,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1027,no_anchor_prior,20229,20229,0,229,167,1.0,0.7292576419213974,0.8434343434343434,0.0,0.10176299999875482,center0,0.0,0.9209035114599368,CORE|k=48|tau=0.75,48.0,0.75,0.8990454077720642,1.0659587383270264,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1028,no_anchor_prior,4020,4020,0,20,20,1.0,1.0,1.0,0.0,0.07084570000006352,center0,0.0,1.0243910302565307,CORE|k=18|tau=0.45,18.0,0.45,0.9841656684875488,0.4110528826713562,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1029,no_anchor_prior,9444,9447,3,44,44,1.0,0.9361702127659575,0.967032967032967,0.0,0.084560600000259,center0,0.0,1.003850756229983,CORE|k=32|tau=0.45,32.0,0.45,0.964541494846344,0.5603630542755127,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1030,no_anchor_prior,4623,4623,0,23,23,1.0,1.0,1.0,0.0,0.07720610000251327,center0,0.0,1.015662844947221,CORE|k=12|tau=0.45,12.0,0.45,0.9738559126853943,0.4120817184448242,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1031,no_anchor_prior,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.0813200999982655,center0,0.0,1.0163495180673843,CORE|k=24|tau=0.45,24.0,0.45,0.9680543541908264,0.46137699484825134,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1032,no_anchor_prior,3216,3216,0,16,16,1.0,1.0,1.0,0.0,0.06427169999369653,center0,0.0,0.9999652370231952,CORE|k=12|tau=0.55,12.0,0.55,0.9680541753768921,0.4797137677669525,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1033,no_anchor_prior,6833,6834,1,33,33,1.0,0.9705882352941176,0.9850746268656716,0.0,0.13813369999843417,center0,0.0,0.976621033981464,CORE|k=18|tau=0.55,18.0,0.55,0.9580521583557129,0.7311124205589294,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1034,no_anchor_prior,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.10014229999796953,center0,0.0,0.9865833822883653,CORE|k=18|tau=0.55,18.0,0.55,0.9564881324768066,0.6723392009735107,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1035,no_anchor_prior,20112,20112,0,112,112,1.0,1.0,1.0,0.0,0.1031862000018009,center0,0.0,0.9834990441310356,CORE|k=48|tau=0.45,48.0,0.45,0.9301592707633972,0.6334637403488159,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1036,no_anchor_prior,20112,20112,0,112,110,1.0,0.9821428571428571,0.9909909909909909,0.0,0.0953561999995145,center0,0.0,0.9528744020637081,CORE|k=24|tau=0.75,24.0,0.75,0.9153298735618591,0.8039671778678894,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1037,no_anchor_prior,17084,17085,1,84,83,1.0,0.9764705882352941,0.988095238095238,0.0,0.09533009999722708,center0,0.0,0.980563768292728,CORE|k=48|tau=0.75,48.0,0.75,0.9363186359405518,0.6703282594680786,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1038,no_anchor_prior,10251,10251,0,51,50,1.0,0.9803921568627451,0.99009900990099,0.0,0.08384490000025835,center0,0.0,1.0124711145700516,CORE|k=32|tau=0.75,32.0,0.75,0.9663399457931519,0.5142082571983337,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1039,no_anchor_prior,11656,11658,2,56,45,1.0,0.7758620689655172,0.8737864077669902,0.0,0.08833360000426183,center0,0.0,0.8680747316181499,CORE|k=18|tau=0.75,18.0,0.75,0.8544384241104126,0.8572251796722412,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1040,no_anchor_prior,8040,8040,0,40,33,1.0,0.825,0.9041095890410958,0.0,0.08803810000244994,center0,0.0,0.8587362127602318,CORE|k=18|tau=0.75,18.0,0.75,0.8494943380355835,0.8465074896812439,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1041,no_anchor_prior,7035,7035,0,35,35,1.0,1.0,1.0,0.0,0.08513150000362657,center0,0.0,1.011594182577929,CORE|k=32|tau=0.55,32.0,0.55,0.9659790992736816,0.4234755039215088,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1042,no_anchor_prior,19094,19095,1,94,93,1.0,0.9789473684210527,0.9893617021276596,0.0,0.09768840000469936,center0,0.0,0.970299424445535,CORE|k=48|tau=0.75,48.0,0.75,0.926182746887207,0.696110725402832,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1043,no_anchor_prior,6231,6231,0,31,31,1.0,1.0,1.0,0.0,0.07652460000099381,center0,0.0,1.0163310917131507,CORE|k=18|tau=0.55,18.0,0.55,0.9768310189247131,0.4764151871204376,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1044,no_anchor_prior,6030,6030,0,30,30,1.0,1.0,1.0,0.0,0.07971209999959683,center0,0.0,1.0190529295916784,CORE|k=18|tau=0.45,18.0,0.45,0.980108380317688,0.4843050241470337,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1045,no_anchor_prior,10853,10854,1,53,53,1.0,0.9814814814814815,0.9906542056074767,0.0,0.08409609999944223,center0,0.0,0.9770295109683822,CORE|k=24|tau=0.55,24.0,0.55,0.946804404258728,0.7150087356567383,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1046,no_anchor_prior,6231,6231,0,31,31,1.0,1.0,1.0,0.0,0.07824049999908311,center0,0.0,1.0069048437511596,CORE|k=12|tau=0.55,12.0,0.55,0.970818281173706,0.5180559158325195,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1047,no_anchor_prior,6833,6834,1,33,33,1.0,0.9705882352941176,0.9850746268656716,0.0,0.08296429999609245,center0,0.0,0.9699858159705447,CORE|k=12|tau=0.55,12.0,0.55,0.9591083526611328,0.8322333693504333,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1048,no_anchor_prior,11658,11658,0,58,58,1.0,1.0,1.0,0.0,0.08392439999443013,center0,0.0,0.9738323100244639,CORE|k=48|tau=0.55,48.0,0.55,0.9394814968109131,0.6882753372192383,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1049,no_anchor_prior,20228,20231,3,228,170,1.0,0.7359307359307359,0.8478802992518703,0.0,0.10145769999508047,center0,0.0,0.89461732673165,CORE|k=48|tau=0.75,48.0,0.75,0.8848531246185303,1.2154685258865356,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1050,no_anchor_prior,5427,5427,0,27,27,1.0,1.0,1.0,0.0,0.07300640000175918,center0,0.0,1.0010537763310485,CORE|k=12|tau=0.55,12.0,0.55,0.9669089317321777,0.5219067931175232,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1051,no_anchor_prior,16078,16080,2,78,72,1.0,0.9,0.9473684210526316,0.0,0.09335610000562156,center0,0.0,0.955483988434638,CORE|k=12|tau=0.75,12.0,0.75,0.9245665073394775,0.7786628007888794,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1052,no_anchor_prior,6230,6231,1,30,30,1.0,0.967741935483871,0.9836065573770492,0.0,0.07972629999858327,center0,0.0,0.9862401897687594,CORE|k=24|tau=0.45,24.0,0.45,0.9629470705986023,0.6585302352905273,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1053,no_anchor_prior,12460,12462,2,60,60,1.0,0.967741935483871,0.9836065573770492,0.0,0.0864519000024302,center0,0.0,0.9854437130471492,CORE|k=32|tau=0.45,32.0,0.45,0.9432627558708191,0.6036334037780762,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1054,no_anchor_prior,5427,5427,0,27,27,1.0,1.0,1.0,0.0,0.0814336000039475,center0,0.0,1.002236912697454,CORE|k=18|tau=0.45,18.0,0.45,0.9731067419052124,0.5834393501281738,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1055,no_anchor_prior,9849,9849,0,49,48,1.0,0.9795918367346939,0.9896907216494846,0.0,0.08344579999538837,center0,0.0,0.9661517610095666,CORE|k=32|tau=0.75,32.0,0.75,0.938783586025238,0.7178941965103149,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1056,no_anchor_prior,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.0703672000017832,center0,0.0,1.0165828876665783,CORE|k=18|tau=0.45,18.0,0.45,0.9791689515113831,0.45862913131713867,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1057,no_anchor_prior,20177,20179,2,177,137,1.0,0.7653631284916201,0.8670886075949367,0.0,0.1017742999974871,center0,0.0,0.9516376624580933,CORE|k=48|tau=0.75,48.0,0.75,0.9096222519874573,0.8026547431945801,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1058,no_anchor_prior,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.08292760000040289,center0,0.0,0.983796981858461,CORE|k=12|tau=0.45,12.0,0.45,0.9539465308189392,0.6794779896736145,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1059,no_anchor_prior,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.08136279999598628,center0,0.0,1.0319910616687877,CORE|k=18|tau=0.45,18.0,0.45,0.9868401885032654,0.39595186710357666,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1060,no_anchor_prior,9445,9447,2,45,45,1.0,0.9574468085106383,0.9782608695652174,0.0,0.08250760000373702,center0,0.0,1.0017351069964413,CORE|k=18|tau=0.55,18.0,0.55,0.9654289484024048,0.6035893559455872,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1061,no_anchor_prior,15879,15879,0,79,79,1.0,1.0,1.0,0.0,0.09392490000027465,center0,0.0,0.9357477798672591,CORE|k=18|tau=0.55,18.0,0.55,0.9195550084114075,0.9700759053230286,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1062,no_anchor_prior,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.0825059999988298,center0,0.0,1.0032856253878895,CORE|k=12|tau=0.55,12.0,0.55,0.9726096391677856,0.5885574221611023,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1063,no_anchor_prior,14271,14271,0,71,71,1.0,1.0,1.0,0.0,0.09023819999856642,center0,0.0,0.9667925821949728,CORE|k=48|tau=0.55,48.0,0.55,0.9332322478294373,0.7434762716293335,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1064,no_anchor_prior,19899,19899,0,99,98,1.0,0.98989898989899,0.9949238578680203,0.0,0.10519829999975627,center0,0.0,0.9310114967614442,CORE|k=48|tau=0.75,48.0,0.75,0.9087405204772949,0.9597339630126953,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1065,no_anchor_prior,3012,3012,0,12,53,0.0,0.0,0.0,1.0,0.07157150000421098,center1_refined,20.0,0.7388534200512114,CORE|k=12|tau=0.75,12.0,0.75,0.8261694312095642,1.8410634994506836,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1066,no_anchor_prior,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.08108699999866076,center0,0.0,1.009861112954165,CORE|k=24|tau=0.55,24.0,0.55,0.9742743968963623,0.5588737726211548,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1067,no_anchor_prior,10854,10854,0,54,53,1.0,0.9814814814814815,0.9906542056074767,0.0,0.08675099999527447,center0,0.0,0.9712714535847198,CORE|k=32|tau=0.75,32.0,0.75,0.9406487941741943,0.7034417390823364,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1068,no_anchor_prior,6029,6029,0,30,42,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.07806239999626996,center1_refined,1.925865188241005,0.9519915164641904,CORE|k=12|tau=0.75,12.0,0.75,0.9300450086593628,0.747887372970581,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1069,no_anchor_prior,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.07994289999624016,center0,0.0,1.0232690999711325,CORE|k=12|tau=0.55,12.0,0.55,0.9831252694129944,0.45632636547088623,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1070,no_anchor_prior,3417,3417,0,17,17,1.0,1.0,1.0,0.0,0.0662949999968987,center0,0.0,1.0095842581295091,CORE|k=12|tau=0.45,12.0,0.45,0.972446084022522,0.4258662462234497,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1071,no_anchor_prior,3617,3618,1,17,17,1.0,0.9444444444444444,0.9714285714285714,0.0,0.06612260000110837,center0,0.0,1.010968210094474,CORE|k=12|tau=0.45,12.0,0.45,0.9811539649963379,0.5046595335006714,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1072,no_anchor_prior,15678,15678,0,78,78,1.0,1.0,1.0,0.0,0.09291829999710899,center0,0.0,0.983021425642369,CORE|k=48|tau=0.45,48.0,0.45,0.9393072128295898,0.6597963571548462,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1073,no_anchor_prior,19898,19899,1,98,96,1.0,0.9696969696969697,0.9846153846153847,0.0,0.0945856000034837,center0,0.0,0.9545858232362265,CORE|k=48|tau=0.75,48.0,0.75,0.9180276393890381,0.7928996086120605,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1074,no_anchor_prior,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.07449970000016037,center0,0.0,0.9988984640840329,CORE|k=12|tau=0.55,12.0,0.55,0.9704669117927551,0.5778769254684448,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1075,no_anchor_prior,7838,7839,1,38,38,1.0,0.9743589743589743,0.9870129870129869,0.0,0.08340159999352181,center0,0.0,1.0181272543541557,CORE|k=24|tau=0.55,24.0,0.55,0.970893383026123,0.424618661403656,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1076,no_anchor_prior,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.07883650000439957,center0,0.0,1.014198498954167,CORE|k=24|tau=0.45,24.0,0.45,0.9786124229431152,0.5286420583724976,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1077,no_anchor_prior,12261,12261,0,61,61,1.0,1.0,1.0,0.0,0.09468130000459496,center0,0.0,0.9702622781549355,CORE|k=48|tau=0.55,48.0,0.55,0.9391726851463318,0.7399506568908691,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1078,no_anchor_prior,9647,9648,1,47,47,1.0,0.9791666666666666,0.9894736842105264,0.0,0.08797079999931157,center0,0.0,0.9926325549280006,CORE|k=18|tau=0.45,18.0,0.45,0.959837794303894,0.6559632420539856,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1079,no_anchor_prior,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.07898820000264095,center0,0.0,1.018647827961986,CORE|k=24|tau=0.45,24.0,0.45,0.9811391234397888,0.49008917808532715,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1080,no_anchor_prior,15074,15075,1,74,74,1.0,0.9866666666666667,0.9932885906040269,0.0,0.09158559999923455,center0,0.0,0.986171414015533,CORE|k=48|tau=0.45,48.0,0.45,0.9446054697036743,0.6721841096878052,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1081,no_anchor_prior,10452,10452,0,52,52,1.0,1.0,1.0,0.0,0.08237699999881443,center0,0.0,1.0092819368437291,CORE|k=48|tau=0.55,48.0,0.55,0.9587644338607788,0.4667413830757141,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1082,no_anchor_prior,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.08416929999657441,center0,0.0,1.0164885166381254,CORE|k=12|tau=0.45,12.0,0.45,0.9721649885177612,0.45113325119018555,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1083,no_anchor_prior,3618,3618,0,18,18,1.0,1.0,1.0,0.0,0.06844999999884749,center0,0.0,1.0084880032139776,CORE|k=12|tau=0.45,12.0,0.45,0.975473940372467,0.4862431287765503,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1084,no_anchor_prior,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.07788029999937862,center0,0.0,1.0383163783857348,CORE|k=12|tau=0.45,12.0,0.45,0.9842524528503418,0.30719348788261414,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1085,no_anchor_prior,12461,12462,1,61,61,1.0,0.9838709677419355,0.991869918699187,0.0,0.09050960000604391,center0,0.0,1.0023270840971688,CORE|k=48|tau=0.65,48.0,0.65,0.9499431848526001,0.48827043175697327,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1086,no_anchor_prior,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.0826600000000326,center0,0.0,0.9800316754883929,CORE|k=18|tau=0.55,18.0,0.55,0.9506893754005432,0.6274145245552063,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1087,no_anchor_prior,3819,3819,0,19,19,1.0,1.0,1.0,0.0,0.06879289999778848,center0,0.0,1.0298244542209427,CORE|k=18|tau=0.45,18.0,0.45,0.9843079447746277,0.340023934841156,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1088,no_anchor_prior,6632,6633,1,32,31,1.0,0.9393939393939394,0.96875,0.0,0.08557650000147987,center0,0.0,0.99103123261066,CORE|k=12|tau=0.75,12.0,0.75,0.9655497074127197,0.634215235710144,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1089,no_anchor_prior,7035,7035,0,35,35,1.0,1.0,1.0,0.0,0.08063150000089081,center0,0.0,0.9761867537240848,CORE|k=12|tau=0.55,12.0,0.55,0.949475109577179,0.6456212997436523,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
