cluster,variant,n_cone,n_raw_cone,n_quality_rejected,n_true_in_cone,n_pred,precision,recall,f1,contam,runtime_s,center_mode,center_shift_arcmin,objective,tag,chosen_k,chosen_tau,mean_support,median_radius,cache_pipeline_signature
UBC1011,no_quality_cut,20235,20235,0,235,172,1.0,0.7319148936170212,0.8452088452088452,0.0,0.09167120000347495,center0,0.0,0.8981170181938724,CORE|k=24|tau=0.75,24.0,0.75,0.8855516314506531,1.1804208755493164,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1012,no_quality_cut,8844,8844,0,44,44,1.0,1.0,1.0,0.0,0.08245010000246111,center0,0.0,1.015004265363757,CORE|k=12|tau=0.45,12.0,0.45,0.9682942032814026,0.47057342529296875,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1013,no_quality_cut,10050,10050,0,50,49,1.0,0.98,0.98989898989899,0.0,0.08312769999611191,center0,0.0,0.9489612040774849,CORE|k=24|tau=0.65,24.0,0.65,0.9370831847190857,0.9230337738990784,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1014,no_quality_cut,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.06951049999770476,center0,0.0,0.9935356975975634,CORE|k=18|tau=0.55,18.0,0.55,0.9603985548019409,0.5387235879898071,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1015,no_quality_cut,20565,20565,0,565,143,1.0,0.25309734513274335,0.40395480225988695,0.0,0.09636110000428744,center1_refined,0.5667228810489178,0.8125601912451128,CORE|k=48|tau=0.75,48.0,0.75,0.8538116812705994,1.673363447189331,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1016,no_quality_cut,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.06939459999557585,center0,0.0,1.0066728861777925,CORE|k=12|tau=0.55,12.0,0.55,0.9699447751045227,0.46725454926490784,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1017,no_quality_cut,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.06997520000004442,center0,0.0,0.9908418298685794,CORE|k=12|tau=0.55,12.0,0.55,0.9678124785423279,0.6510087251663208,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1018,no_quality_cut,20154,20154,0,154,130,1.0,0.8441558441558441,0.9154929577464789,0.0,0.09301630000118166,center0,0.0,0.9395187034760281,CORE|k=48|tau=0.75,48.0,0.75,0.9124704003334045,0.9571986198425293,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1019,no_quality_cut,15678,15678,0,78,76,1.0,0.9743589743589743,0.9870129870129869,0.0,0.0877673000068171,center0,0.0,0.9811911953115722,CORE|k=24|tau=0.75,24.0,0.75,0.9365509152412415,0.6431547403335571,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1020,no_quality_cut,20111,20111,0,111,110,1.0,0.990990990990991,0.9954751131221719,0.0,0.09274359999835724,center0,0.0,0.9724782946861185,CORE|k=32|tau=0.75,32.0,0.75,0.925861656665802,0.712226390838623,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1021,no_quality_cut,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.06757720000314293,center0,0.0,1.0217712312289935,CORE|k=18|tau=0.45,18.0,0.45,0.9780266880989075,0.39555078744888306,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1022,no_quality_cut,7638,7638,0,38,38,1.0,1.0,1.0,0.0,0.07522959999914747,center0,0.0,1.015062085771894,CORE|k=32|tau=0.45,32.0,0.45,0.969436526298523,0.44827693700790405,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1023,no_quality_cut,8040,8040,0,40,40,1.0,1.0,1.0,0.0,0.07949579999694834,center0,0.0,1.0083440897570854,CORE|k=32|tau=0.45,32.0,0.45,0.9652383923530579,0.4955126643180847,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1024,no_quality_cut,20133,20133,0,133,110,1.0,0.8270676691729323,0.9053497942386831,0.0,0.09242000000085682,center0,0.0,0.9360361523003298,CORE|k=48|tau=0.75,48.0,0.75,0.905053436756134,0.873776912689209,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1025,no_quality_cut,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.07517159999406431,center0,0.0,1.00631994761217,CORE|k=18|tau=0.55,18.0,0.55,0.9709265828132629,0.5039898157119751,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1026,no_quality_cut,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.06778260000282899,center0,0.0,1.0061535980177514,CORE|k=12|tau=0.45,12.0,0.45,0.9692895412445068,0.478339821100235,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1027,no_quality_cut,20229,20229,0,229,168,1.0,0.7336244541484717,0.8463476070528968,0.0,0.09339580000232672,center0,0.0,0.9203232572749268,CORE|k=48|tau=0.75,48.0,0.75,0.8973824381828308,1.0531830787658691,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1028,no_quality_cut,4020,4020,0,20,20,1.0,1.0,1.0,0.0,0.06887319999805186,center0,0.0,1.0243760623381346,CORE|k=18|tau=0.45,18.0,0.45,0.9842031598091125,0.41170862317085266,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1029,no_quality_cut,9447,9447,0,47,47,1.0,1.0,1.0,0.0,0.07774849999987055,center0,0.0,1.0016598365250684,CORE|k=32|tau=0.45,32.0,0.45,0.9611141681671143,0.5629441738128662,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1030,no_quality_cut,4623,4623,0,23,23,1.0,1.0,1.0,0.0,0.06792290000157664,center0,0.0,1.0162525089296122,CORE|k=12|tau=0.45,12.0,0.45,0.9737584590911865,0.4034927487373352,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1031,no_quality_cut,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.08053030000155559,center0,0.0,1.0160698244638686,CORE|k=24|tau=0.45,24.0,0.45,0.968119740486145,0.4656904935836792,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1032,no_quality_cut,3216,3216,0,16,16,1.0,1.0,1.0,0.0,0.06311170000117272,center0,0.0,0.9986261948364581,CORE|k=12|tau=0.55,12.0,0.55,0.9675642251968384,0.4903274178504944,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1033,no_quality_cut,6834,6834,0,34,34,1.0,1.0,1.0,0.0,0.07584009999845875,center0,0.0,0.9783801128539981,CORE|k=24|tau=0.55,24.0,0.55,0.959109902381897,0.7310737371444702,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1034,no_quality_cut,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.08240790000127163,center0,0.0,0.9866811529792833,CORE|k=18|tau=0.55,18.0,0.55,0.9569913148880005,0.6774068474769592,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1035,no_quality_cut,20112,20112,0,112,112,1.0,1.0,1.0,0.0,0.09277339999971446,center0,0.0,0.9856099378573845,CORE|k=48|tau=0.45,48.0,0.45,0.9311108589172363,0.6189724206924438,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1036,no_quality_cut,20112,20112,0,112,110,1.0,0.9821428571428571,0.9909909909909909,0.0,0.09583220000058645,center0,0.0,0.9539405837234066,CORE|k=24|tau=0.75,24.0,0.75,0.9155533313751221,0.7934331297874451,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1037,no_quality_cut,17085,17085,0,85,84,1.0,0.9882352941176471,0.9940828402366864,0.0,0.09051709999766899,center0,0.0,0.9833423817699334,CORE|k=48|tau=0.75,48.0,0.75,0.9372422099113464,0.6504005193710327,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1038,no_quality_cut,10251,10251,0,51,50,1.0,0.9803921568627451,0.99009900990099,0.0,0.08715919999667676,center0,0.0,1.0107431830705704,CORE|k=32|tau=0.75,32.0,0.75,0.9663118720054626,0.5354564785957336,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1039,no_quality_cut,11658,11658,0,58,47,1.0,0.8103448275862069,0.8952380952380952,0.0,0.08134620000055293,center0,0.0,0.872069621927867,CORE|k=18|tau=0.75,18.0,0.75,0.856795608997345,0.8481984734535217,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1040,no_quality_cut,8040,8040,0,40,33,1.0,0.825,0.9041095890410958,0.0,0.07800549999956274,center0,0.0,0.8567394500076988,CORE|k=18|tau=0.75,18.0,0.75,0.8488921523094177,0.8639397025108337,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1041,no_quality_cut,7035,7035,0,35,35,1.0,1.0,1.0,0.0,0.08154240000294521,center0,0.0,1.0120848194034906,CORE|k=32|tau=0.55,32.0,0.55,0.9658856987953186,0.4161750376224518,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1042,no_quality_cut,19095,19095,0,95,93,1.0,0.9789473684210527,0.9893617021276596,0.0,0.09118280000257073,center0,0.0,0.969216226404811,CORE|k=32|tau=0.75,32.0,0.75,0.9245403409004211,0.6891773343086243,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1043,no_quality_cut,6231,6231,0,31,31,1.0,1.0,1.0,0.0,0.07186540000111563,center0,0.0,1.015857845138749,CORE|k=18|tau=0.55,18.0,0.55,0.9768210649490356,0.4822063446044922,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1044,no_quality_cut,6030,6030,0,30,30,1.0,1.0,1.0,0.0,0.07584420000057435,center0,0.0,1.0178643700595127,CORE|k=18|tau=0.45,18.0,0.45,0.9800077676773071,0.49790436029434204,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1045,no_quality_cut,10854,10854,0,54,54,1.0,1.0,1.0,0.0,0.08348259999911534,center0,0.0,0.9719941187011136,CORE|k=32|tau=0.55,32.0,0.55,0.9408037662506104,0.70854252576828,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1046,no_quality_cut,6231,6231,0,31,31,1.0,1.0,1.0,0.0,0.0713501999998698,center0,0.0,1.008016866151062,CORE|k=12|tau=0.55,12.0,0.55,0.9708514213562012,0.5045698881149292,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1047,no_quality_cut,6834,6834,0,34,34,1.0,1.0,1.0,0.0,0.07491799999843352,center0,0.0,0.9681272557434955,CORE|k=12|tau=0.55,12.0,0.55,0.9584854245185852,0.8555071949958801,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1048,no_quality_cut,11658,11658,0,58,58,1.0,1.0,1.0,0.0,0.08000639999954728,center0,0.0,0.9746938355600474,CORE|k=48|tau=0.55,48.0,0.55,0.9395943880081177,0.678917407989502,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1049,no_quality_cut,20231,20231,0,231,171,1.0,0.7402597402597403,0.8507462686567165,0.0,0.09914250000292668,center0,0.0,0.8934241904224667,CORE|k=48|tau=0.75,48.0,0.75,0.8838086724281311,1.2162368297576904,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1050,no_quality_cut,5427,5427,0,27,27,1.0,1.0,1.0,0.0,0.06859830000030342,center0,0.0,1.0031298680974061,CORE|k=12|tau=0.55,12.0,0.55,0.9669852256774902,0.49690932035446167,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1051,no_quality_cut,16080,16080,0,80,73,1.0,0.9125,0.9542483660130718,0.0,0.08694249999825843,center0,0.0,0.9521399944625177,CORE|k=24|tau=0.75,24.0,0.75,0.9214098453521729,0.7842161059379578,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1052,no_quality_cut,6231,6231,0,31,31,1.0,1.0,1.0,0.0,0.07721779999701539,center0,0.0,0.9856625169578859,CORE|k=18|tau=0.45,18.0,0.45,0.9619965553283691,0.6622703075408936,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1053,no_quality_cut,12462,12462,0,62,62,1.0,1.0,1.0,0.0,0.08078630000090925,center0,0.0,0.9849554665585127,CORE|k=32|tau=0.45,32.0,0.45,0.941586971282959,0.5981889963150024,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1054,no_quality_cut,5427,5427,0,27,27,1.0,1.0,1.0,0.0,0.07129949999944074,center0,0.0,1.002617133110662,CORE|k=18|tau=0.45,18.0,0.45,0.9725682735443115,0.5719557404518127,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1055,no_quality_cut,9849,9849,0,49,48,1.0,0.9795918367346939,0.9896907216494846,0.0,0.08221729999786476,center0,0.0,0.9642339696429894,CORE|k=32|tau=0.75,32.0,0.75,0.9391853213310242,0.746888279914856,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1056,no_quality_cut,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.06870250000065425,center0,0.0,1.0165828876665783,CORE|k=18|tau=0.45,18.0,0.45,0.9791689515113831,0.45862913131713867,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1057,no_quality_cut,20179,20179,0,179,138,1.0,0.770949720670391,0.8706624605678234,0.0,0.09110140000120737,center0,0.0,0.9510519459153551,CORE|k=48|tau=0.75,48.0,0.75,0.9092540740966797,0.8074839115142822,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1058,no_quality_cut,9045,9045,0,45,45,1.0,1.0,1.0,0.0,0.07938680000370368,center0,0.0,0.9834331884853531,CORE|k=12|tau=0.45,12.0,0.45,0.9544619917869568,0.6904686689376831,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1059,no_quality_cut,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.07311990000016522,center0,0.0,1.0333238668254956,CORE|k=18|tau=0.45,18.0,0.45,0.9871381521224976,0.38301634788513184,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1060,no_quality_cut,9447,9447,0,47,47,1.0,1.0,1.0,0.0,0.07944949999364326,center0,0.0,1.0043938001412607,CORE|k=24|tau=0.55,24.0,0.55,0.9655203223228455,0.5839587450027466,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1061,no_quality_cut,15879,15879,0,79,79,1.0,1.0,1.0,0.0,0.08872919999703299,center0,0.0,0.9343501391621505,CORE|k=18|tau=0.55,18.0,0.55,0.9195572137832642,0.9875739812850952,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1062,no_quality_cut,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.09454039999400266,center0,0.0,1.0035478643672289,CORE|k=12|tau=0.55,12.0,0.55,0.972906768321991,0.5889935493469238,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1063,no_quality_cut,14271,14271,0,71,71,1.0,1.0,1.0,0.0,0.08233019999897806,center0,0.0,0.9678011976887473,CORE|k=48|tau=0.55,48.0,0.55,0.9331364035606384,0.729670524597168,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1064,no_quality_cut,19899,19899,0,99,98,1.0,0.98989898989899,0.9949238578680203,0.0,0.09447709999949438,center0,0.0,0.9312300002366335,CORE|k=48|tau=0.75,48.0,0.75,0.9090599417686462,0.9609954357147217,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1065,no_quality_cut,3012,3012,0,12,102,0.0,0.0,0.0,1.0,0.06866040000022622,center1_refined,20.0,0.7372634504886576,CORE|k=48|tau=0.75,48.0,0.75,0.8157351613044739,1.8872040510177612,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1066,no_quality_cut,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.07543359999544919,center0,0.0,1.0104985011835352,CORE|k=24|tau=0.55,24.0,0.55,0.9750581979751587,0.5607039332389832,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1067,no_quality_cut,10854,10854,0,54,53,1.0,0.9814814814814815,0.9906542056074767,0.0,0.08117909999418771,center0,0.0,0.9703654558315764,CORE|k=32|tau=0.75,32.0,0.75,0.9404677748680115,0.712503969669342,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1068,no_quality_cut,6029,6029,0,30,42,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.07698819999495754,center1_refined,1.925865188241005,0.9501444162063168,CORE|k=12|tau=0.75,12.0,0.75,0.9300346374511719,0.7708464860916138,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1069,no_quality_cut,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.07222550000005867,center0,0.0,1.0232690999711325,CORE|k=12|tau=0.55,12.0,0.55,0.9831252694129944,0.45632636547088623,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1070,no_quality_cut,3417,3417,0,17,17,1.0,1.0,1.0,0.0,0.0676138999988325,center0,0.0,1.0096181827091295,CORE|k=12|tau=0.45,12.0,0.45,0.9706881046295166,0.40346744656562805,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1071,no_quality_cut,3618,3618,0,18,18,1.0,1.0,1.0,0.0,0.06759359999705339,center0,0.0,1.0098903104226051,CORE|k=12|tau=0.45,12.0,0.45,0.9792499542236328,0.5116811990737915,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1072,no_quality_cut,15678,15678,0,78,78,1.0,1.0,1.0,0.0,0.08700439999665832,center0,0.0,0.9831799644607284,CORE|k=48|tau=0.45,48.0,0.45,0.9393870830535889,0.6588129997253418,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1073,no_quality_cut,19899,19899,0,99,97,1.0,0.9797979797979798,0.989795918367347,0.0,0.09386409999569878,center0,0.0,0.952716611536545,CORE|k=48|tau=0.75,48.0,0.75,0.9167490601539612,0.802731454372406,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1074,no_quality_cut,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.0687822000036249,center0,0.0,1.0005799802545345,CORE|k=12|tau=0.55,12.0,0.55,0.97027587890625,0.5544700622558594,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1075,no_quality_cut,7839,7839,0,39,39,1.0,1.0,1.0,0.0,0.07837409999774536,center0,0.0,1.0161401639139505,CORE|k=24|tau=0.55,24.0,0.55,0.9681228995323181,0.42111071944236755,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1076,no_quality_cut,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.07683430000179214,center0,0.0,1.0132750131982466,CORE|k=24|tau=0.45,24.0,0.45,0.9784654378890991,0.5383483171463013,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1077,no_quality_cut,12261,12261,0,61,61,1.0,1.0,1.0,0.0,0.08306769999762764,center0,0.0,0.9693868146692177,CORE|k=48|tau=0.55,48.0,0.55,0.9385810494422913,0.7434985041618347,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1078,no_quality_cut,9648,9648,0,48,48,1.0,1.0,1.0,0.0,0.07911119999334915,center0,0.0,0.9946543263399203,CORE|k=32|tau=0.55,32.0,0.55,0.9594836235046387,0.6325584053993225,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1079,no_quality_cut,5628,5628,0,28,28,1.0,1.0,1.0,0.0,0.07196010000188835,center0,0.0,1.0186017488032029,CORE|k=24|tau=0.45,24.0,0.45,0.9810853600502014,0.4899931252002716,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1080,no_quality_cut,15075,15075,0,75,75,1.0,1.0,1.0,0.0,0.08508620000066003,center0,0.0,0.9839898238000062,CORE|k=48|tau=0.45,48.0,0.45,0.9419572949409485,0.6703241467475891,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1081,no_quality_cut,10452,10452,0,52,52,1.0,1.0,1.0,0.0,0.0771521999995457,center0,0.0,1.0083409988478185,CORE|k=48|tau=0.55,48.0,0.55,0.9589847922325134,0.4812575876712799,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1082,no_quality_cut,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.07898900000145659,center0,0.0,1.0179588797782317,CORE|k=12|tau=0.45,12.0,0.45,0.9723958373069763,0.43563932180404663,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1083,no_quality_cut,3618,3618,0,18,18,1.0,1.0,1.0,0.0,0.06411270000535296,center0,0.0,1.0084880032139776,CORE|k=12|tau=0.45,12.0,0.45,0.975473940372467,0.4862431287765503,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1084,no_quality_cut,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.07690290000027744,center0,0.0,1.0372212789365771,CORE|k=12|tau=0.45,12.0,0.45,0.9843084216117859,0.3215818405151367,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1085,no_quality_cut,12462,12462,0,62,62,1.0,1.0,1.0,0.0,0.08414659999834839,center0,0.0,1.000693264055345,CORE|k=48|tau=0.65,48.0,0.65,0.9487801194190979,0.4983060359954834,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1086,no_quality_cut,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.07755560000077821,center0,0.0,0.9798774425095721,CORE|k=18|tau=0.55,18.0,0.55,0.951099693775177,0.6344714164733887,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1087,no_quality_cut,3819,3819,0,19,19,1.0,1.0,1.0,0.0,0.06704629999876488,center0,0.0,1.028097965153865,CORE|k=18|tau=0.45,18.0,0.45,0.9841195344924927,0.35924991965293884,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1088,no_quality_cut,6633,6633,0,33,32,1.0,0.9696969696969697,0.9846153846153847,0.0,0.08156000000599306,center0,0.0,0.9919148140180711,CORE|k=12|tau=0.75,12.0,0.75,0.9661887884140015,0.6407853364944458,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1089,no_quality_cut,7035,7035,0,35,35,1.0,1.0,1.0,0.0,0.07553550000011455,center0,0.0,0.9758568825464115,CORE|k=12|tau=0.55,12.0,0.55,0.9493297934532166,0.6479282379150391,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1090,no_quality_cut,4020,4020,0,20,20,1.0,1.0,1.0,0.0,0.06491660000028787,center0,0.0,1.0265637007985005,CORE|k=18|tau=0.55,18.0,0.55,0.9857703447341919,0.4048994183540344,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
UBC1091,no_quality_cut,12261,12261,0,61,60,1.0,0.9836065573770492,0.9917355371900827,0.0,0.09315909999713767,center0,0.0,0.9425001123999897,CORE|k=24|tau=0.75,24.0,0.75,0.9298633933067322,0.9601142406463623,MCTNC_ABLATION_RELEASE_v1_2_COREBENCHMARK_CANONICAL
